,Keys,GAP,DPMD,SNAP,MTP,NNP,DPPT
94,tet-c12|super-bulkmodulus,5.059045089989616,15.326535457677174,3.947462158798694,4.575990528073838,2.862008206394628,7.028018254869164
95,tet-c12|vac-c11,5.52337474329617,3.634363448264141,5.108016607319624,3.7291661834590046,5.003261117200204,5.125154479077425
96,tet-c12|vac-c12,6.695432705363796,7.502931741692609,4.332734075192189,6.4772007180089375,6.679429526393433,13.657652857615188
97,tet-c12|vac-c44,3.1169236166363814,11.10560061712151,3.368852953698768,2.3243313423057823,2.63896482876066,3.919105400701756
98,tet-c12|vac-bulkmodulus,10.330957459954746,11.666768602657276,10.50692841956549,10.004820760720586,11.423638630833922,13.875143984931617
99,tet-c44|tet-bulkmodulus,7.812652960734189,5.965932919747821,6.015628006552783,7.716759544656147,5.182642776500055,5.62101413812371
100,tet-c44|hex-c11,6.918506537955539,12.488569105030404,6.662997094014043,7.202848191031399,3.5240469006978,3.953362328082233
101,tet-c44|hex-c12,8.970916760496891,8.551950510279175,8.574485362226305,9.31165945047962,6.964560992424122,8.300364853236943
102,tet-c44|hex-c44,6.216107116011798,6.239916848835533,7.495549923944935,7.53808873701889,6.8859751768618604,5.4655046171405255
103,tet-c44|hex-bulkmodulus,5.567890625253128,1.479879475141331,3.1853299016055883,5.486145120633095,3.5453607256741586,4.532285101987703
104,tet-c44|super-c11,5.4492621356156965,14.632649093904558,6.519386868289137,6.996496900487443,4.855801279648096,5.437062950496819
105,tet-c44|super-c12,6.267753637425943,17.984518948616454,5.633277965862684,6.093793072646298,4.041082607071255,6.149567928970621
106,tet-c44|super-c44,8.01899025114955,11.096678784944114,8.926855330022828,8.132758304496086,6.792394453455847,7.913266766124619
107,tet-c44|super-bulkmodulus,7.135166340110325,14.865750836843,5.626273000515478,6.848588104903621,4.539100757591625,2.574972771330687
108,tet-c44|vac-c11,5.872580097969611,9.760297113654351,5.252282272414467,6.122427644165352,2.270438706257535,4.375888800151461
109,tet-c44|vac-c12,6.678447431109179,9.245426435552016,5.135600026933641,6.810900569938004,4.002076872702319,10.738237821511166
110,tet-c44|vac-c44,4.322923946902509,11.032981775983068,6.076054426134161,6.13402020992989,3.6319480680885103,2.196251946758409
111,tet-c44|vac-bulkmodulus,11.475139495067518,13.139961161145685,7.634935440306501,11.146253186532526,9.033267709283884,9.434318069739382
112,tet-bulkmodulus|hex-c11,6.984040252223589,14.323705847135578,10.4099279486784,6.855960881439327,6.482597624537431,11.644759829414056
113,tet-bulkmodulus|hex-c12,9.285157909833623,11.861471906038052,8.906230775694791,7.207249417321908,5.66987134492539,12.181221940671325
114,tet-bulkmodulus|hex-c44,7.416498306709213,9.479487652473946,9.74548026804126,6.352867808192781,9.771915660945956,10.71758749003996
115,tet-bulkmodulus|hex-bulkmodulus,4.34519279096692,4.120834990101232,5.30233556213195,5.468256376169808,4.783216937023601,5.544919099554869
116,tet-bulkmodulus|super-c11,3.896006877809117,18.726025621780263,10.585490394088769,8.709702675062639,7.284136111909664,11.4018911999677
117,tet-bulkmodulus|super-c12,6.767228533398858,18.307872610664116,8.537427745699603,3.5101507664279072,5.897995764505542,9.88821130941263
118,tet-bulkmodulus|super-c44,8.780585110391154,19.412734968065184,8.846395088019502,8.548521724812046,9.814411166287952,14.779810630869116
119,tet-bulkmodulus|super-bulkmodulus,5.609112042921524,10.587437743345946,5.677693262203632,5.721457913287628,5.077129249563833,10.246107988168056
120,tet-bulkmodulus|vac-c11,5.811498449180153,10.300651036397989,8.310530035141825,5.418568326182333,6.142399778605504,11.325261982648016
121,tet-bulkmodulus|vac-c12,4.891704207588285,14.75685419186942,5.516290237903284,5.412409262190049,9.144002467132635,17.35495612584874
122,tet-bulkmodulus|vac-c44,5.80346538658023,5.301568785859743,5.708067591556476,6.3290224553928764,3.5294539267458567,7.826423211316678
123,tet-bulkmodulus|vac-bulkmodulus,10.874694071965724,16.92839691066492,13.168006835935726,10.041664904884492,14.71664455682701,18.60344986240229
124,hex-c11|hex-c12,7.648411046978881,20.00105448159521,13.27270926334931,9.86164191824356,10.28314322002212,15.897513998645769
125,hex-c11|hex-c44,6.607182548182708,7.833912769985432,6.818280639996686,7.276079214081081,9.842571483352378,9.0548195924818
126,hex-c11|hex-bulkmodulus,5.725434195680761,8.93878065125602,7.069480840015883,4.431813236351974,4.279684221355954,6.250429341364324
127,hex-c11|super-c11,5.277983040014928,23.713782745849645,4.576482440423298,4.836825135110244,4.958542539831929,9.21876918022123
128,hex-c11|super-c12,7.73972386826148,27.34966813388928,8.31179650556011,5.664717160709016,3.1619374171891086,8.072964922583829
129,hex-c11|super-c44,8.625569650455269,24.33856448823129,7.838855095172239,6.561977510812897,16.238803348059786,12.935426139103768
130,hex-c11|super-bulkmodulus,8.304563003483615,22.96066088292108,9.913339801197154,6.597557763029325,5.6658327227819365,11.285822165230057
131,hex-c11|vac-c11,5.666923772172739,16.399320868649152,4.99523665899879,5.869434463053338,7.17813125002694,6.962142226281337
132,hex-c11|vac-c12,7.127157653454375,30.11170843201057,8.088438310345953,6.290617889982112,10.537825077693215,17.235022126346863
133,hex-c11|vac-c44,4.386688734508568,25.374295346490072,5.842776523917302,5.587319930460625,3.2173699281123844,8.767868649401937
134,hex-c11|vac-bulkmodulus,8.705997116370877,25.87245369813284,15.986746964419092,11.439466535536091,16.362349262418466,18.391589012022862
135,hex-c12|hex-c44,8.584304848215936,14.098467088791262,10.30915056353498,9.17500816312045,12.253720037219209,14.233850739544192
136,hex-c12|hex-bulkmodulus,4.9335092010793655,7.618969561750284,7.627930391583152,5.352832376486507,6.669034839876799,9.386941711787497
137,hex-c12|super-c11,10.681147482765118,26.90348664489548,14.060630722023554,11.368496682496996,11.54507553981853,16.00212672898967
138,hex-c12|super-c12,6.125731501156352,29.94475500465033,8.800745416088947,7.567095697299893,5.051797990574749,10.396461590395198
139,hex-c12|super-c44,8.248663928875398,27.02381901184441,12.863886908836774,11.491448316966729,20.57118039037382,18.97448101750315
140,hex-c12|super-bulkmodulus,10.92775885931461,25.4399030999505,9.861656623499222,6.525649201150487,8.358990691435208,13.347694362626871
141,hex-c12|vac-c11,8.234569633643027,18.833781806049817,11.717918031383237,3.37651252118809,7.941916980586987,12.386107470618896
142,hex-c12|vac-c12,9.608831337725189,37.352896653717536,8.508994356081331,9.005760347186072,10.513426369218491,17.68711896579633
143,hex-c12|vac-c44,3.4759565480821544,30.54419354966525,5.699717540797543,7.550763928419,6.845227161958006,11.585048894338184
144,hex-c12|vac-bulkmodulus,18.62759581104442,28.281338526794777,16.246543439447663,16.08138545276721,16.33336300388209,21.115706769992208
145,hex-c44|hex-bulkmodulus,4.135779011303891,2.451321364761881,6.430543666135694,5.559634881201173,7.890560261389321,7.1045359744310765
146,hex-c44|super-c11,1.5234988023953782,22.215856299046987,6.958764081861695,4.698291584535241,10.0912118722505,8.962394376778908
147,hex-c44|super-c12,5.408227373084275,27.960298800654087,8.858266607405145,6.548974126587122,8.283275642997948,5.795917123544397
148,hex-c44|super-c44,7.28035932406011,21.477259653746767,7.878427097731588,5.043205867178613,12.239239141145632,8.039657413312215
149,hex-c44|super-bulkmodulus,6.198374396796654,18.536046063941043,7.824166962589699,6.069963735958352,9.152968825161423,10.150172066116408
150,hex-c44|vac-c11,5.5298995305658805,9.046842653757302,6.386263254080584,5.707010842194517,9.133629863279854,7.493653080079367
151,hex-c44|vac-c12,5.394200476556073,24.27653207206446,7.158786622964421,8.030691509323779,9.705716731508009,14.487827692931807
152,hex-c44|vac-c44,3.940139733506773,21.343416932852712,0.0625539395644588,4.669813040117178,4.8857172184243405,5.746332598902402
153,hex-c44|vac-bulkmodulus,11.93956315739514,16.78371998844274,14.06691603349174,9.735828892687408,15.713040605738732,13.470502347829786
154,hex-bulkmodulus|super-c11,4.377299929329361,19.13015408236068,8.067272367238429,6.217665006028313,3.687948203895662,6.469994496458394
155,hex-bulkmodulus|super-c12,4.311881155038383,20.32810809974346,6.923312492422561,4.245237300713767,2.674153739171474,3.753111823989376
156,hex-bulkmodulus|super-c44,3.883219141545968,17.01164991132024,5.638673258123364,5.083482741411363,15.307071240237644,10.88779591366971
157,hex-bulkmodulus|super-bulkmodulus,5.3715247718879215,18.888375051883205,1.5534483510684458,3.416303310335901,4.046338382111856,5.342379741551703
158,hex-bulkmodulus|vac-c11,4.630710639845162,2.9646799083641198,6.976220912314615,3.166547613141544,4.928432063519288,7.914279816195842
159,hex-bulkmodulus|vac-c12,3.766982904252139,17.964559221252014,4.304362954576804,4.558782207613341,5.5723477033115705,13.512361964134524
160,hex-bulkmodulus|vac-c44,3.2494477889742166,11.956221836534723,3.025241609659884,4.127963750163858,3.108052646903149,5.149368734105359
161,hex-bulkmodulus|vac-bulkmodulus,8.431301550905777,15.494050401987971,10.092518170986155,9.56163482280756,11.521227375925456,13.571120993659608
162,super-c11|super-c12,6.3223097532602415,21.798277943002116,9.06824244214252,5.973258466784192,3.826813747247952,8.835231664410928
163,super-c11|super-c44,8.1830073566937,39.98883298210636,10.883121114483648,5.576765291306891,8.046833476006562,12.126484018193612
164,super-c11|super-bulkmodulus,7.085918009703675,18.63692649262166,10.39310565162669,7.342773965439074,5.781948210281312,10.406453792739669
165,super-c11|vac-c11,5.786216180076073,31.695468266822047,6.892778578907154,5.325564166199063,5.982470574175851,5.468932800770334
166,super-c11|vac-c12,6.660150537362501,34.551075940971444,9.503507680445589,6.306918310322831,10.556257611180268,12.24830675204586
167,super-c11|vac-c44,4.808832730805116,33.57450057836923,4.9772639921551605,4.9956904807582445,6.110194665959684,9.881958362632808
168,super-c11|vac-bulkmodulus,10.237644007263407,40.11116786433548,17.594581621305238,11.374511926285614,15.79586001609642,13.435743907469876
169,super-c12|super-c44,4.587209487907103,37.71208244115127,10.39910402631671,7.178128173018356,7.520389879455955,11.085959043491991
170,super-c12|super-bulkmodulus,5.422691041089506,16.362553079038193,7.801255354066644,5.326690026907056,2.8043257385382256,8.761692602003109
171,super-c12|vac-c11,6.180954442506152,23.805478722244978,4.586042637832444,5.079306855878843,2.894113759731629,8.620631411733294
172,super-c12|vac-c12,5.344436651123189,30.404646556527744,6.485595604703503,6.407418995180398,6.812079124898232,11.67926721569174
173,super-c12|vac-c44,4.215992282226722,28.643495386904497,6.284886082952538,5.089107375243684,5.693716160816132,6.092437032039403
174,super-c12|vac-bulkmodulus,11.038624286706996,41.67949191753228,12.490028954963527,6.270947033874607,11.233555326213152,13.284312240892003
175,super-c44|super-bulkmodulus,6.891398563873109,29.70208883554302,5.920465865582919,6.98736641902671,4.705771048803724,13.90504832055088
176,super-c44|vac-c11,6.536513182838421,27.15151180206764,8.025205472129432,6.695452682325351,10.011681487750698,10.58561258462527
177,super-c44|vac-c12,9.025231796159314,28.28505564342016,9.97923881996876,8.886329274515722,10.443260840843209,13.13023168542837
178,super-c44|vac-c44,4.670850700626435,25.826902511641133,3.2626364165433555,1.3146876012915838,4.810046450105591,5.765370330903053
179,super-c44|vac-bulkmodulus,14.61210625541482,31.94874927544527,16.3709359045438,14.504304178075875,17.243176890242374,15.822751435868913
180,super-bulkmodulus|vac-c11,6.416876219404303,22.931277139187884,8.702021741085822,6.947640863599746,4.006473975977145,10.650911859996874
181,super-bulkmodulus|vac-c12,7.224051799742701,31.12286212825109,4.83859734017451,6.492526486463373,7.488699275286295,12.20365255367888
182,super-bulkmodulus|vac-c44,5.189533128368839,33.11089730522491,2.8600432201694748,3.071205641108274,4.718245559942915,8.336466228120337
183,super-bulkmodulus|vac-bulkmodulus,12.297708057339372,40.23820948312823,11.682212321495564,11.61856489173038,14.126391972405326,11.540299042079909
184,vac-c11|vac-c12,6.317694896486017,9.65434220507984,8.138458012086723,5.249608358508235,5.64603847045737,9.743115968478858
185,vac-c11|vac-c44,4.574490301179784,25.62105529844786,4.696113941220637,5.0625628284588,5.3732993846943184,5.841791552758247
186,vac-c11|vac-bulkmodulus,10.655825410338856,17.528230115713317,14.036377252371029,8.639247509930147,8.185928651048398,12.805509249037426
187,vac-c12|vac-c44,6.029819787249775,31.678830400460782,4.656124483696891,8.300842940497686,6.867461276685469,7.554408575893579
188,vac-c12|vac-bulkmodulus,11.781455250755268,19.25196551249537,13.435695413464664,9.891804931969972,10.204583356191918,12.735333018075472
189,vac-c44|vac-bulkmodulus,3.562020782928777,41.25039417255977,13.35935789471822,11.03907960019,9.773229607902003,9.282074282871644
