,Keys,GAP,DPMD,SNAP,MTP,NNP,DPPT
0,spl-c11|spl-c12,2.805658996476525,4.139501094686768,3.414066738550297,0.525303224934095,3.241003765005607,4.1730267519429285
1,spl-c11|spl-c44,2.379595371340617,3.1279423311089896,2.978287751364045,2.2271953208090363,3.028174561613168,2.479521947043654
2,spl-c11|spl-bulkmodulus,2.4980906609394187,3.68828282389564,3.433575253124116,1.23248264718552,2.827560245453329,3.720820401662405
3,spl-c11|tet-c11,4.196348751049539,3.952036537799862,4.331191547410274,4.6181569373495535,3.226767090319745,4.639941549261004
4,spl-c11|tet-c12,2.090862504939526,2.586393496854452,1.8494667883848488,1.3868737849646533,1.894621985318948,1.580064406722994
5,spl-c11|tet-c44,2.1376276898122577,2.7589673772258934,2.030994965044166,2.096762097120233,1.8921827703505487,2.267423671168103
6,spl-c11|tet-bulkmodulus,0.4273811789206556,3.1260875406713096,3.350673864491472,3.026554067489169,2.933583494440621,3.6539813852729406
7,spl-c11|hex-c11,2.275795199865524,3.345362910062679,2.350285949366259,0.548585911986951,1.88131607130518,2.5369719236203805
8,spl-c11|hex-c12,2.9239958941916453,3.617118368458804,3.4266180476254973,2.6804752229916358,3.423171391215201,3.8342961699673768
9,spl-c11|hex-c44,2.208888652815065,3.1236616620393423,2.449643188694392,2.2403174255005527,3.1954671414328364,2.859184171815037
10,spl-c11|hex-bulkmodulus,1.9997425002513065,2.099046033119464,2.649825040600122,1.2707733721817176,2.110360125783277,2.346800735915771
11,spl-c11|super-c11,1.7436797057769464,4.394651532467327,1.6330752994975684,1.5688547829381445,2.0792627404981863,3.331486847432879
12,spl-c11|super-c12,1.986011647993777,4.323699876348794,3.309705866300227,2.21854879839216,2.335810564677858,2.983501007539051
13,spl-c11|super-c44,2.533062451248155,5.675303123550782,2.765314850569404,0.5479481168466659,1.8261936901252696,3.484389703722971
14,spl-c11|super-bulkmodulus,1.942862323306412,4.210497751448986,3.4290825658793627,2.8068875004809475,1.9153654098483817,3.1783216089462227
15,spl-c11|vac-c11,2.47113387885848,3.284723285788102,2.077135672723242,2.0434361127324894,2.5724769610757368,2.658820231378892
16,spl-c11|vac-c12,2.4813166023069124,4.040696389556109,3.136969829943298,2.765997537361015,3.329320940434869,3.282418370467737
17,spl-c11|vac-c44,0.9978178573162207,4.000994948083881,2.0060599529319867,1.143139162517197,1.901020371562889,2.547773358749296
18,spl-c11|vac-bulkmodulus,2.636554992857467,5.12165842469049,3.5312526341132204,3.9911365010149495,4.44247796106853,5.068823281223212
19,spl-c12|spl-c44,2.850269550510295,3.833599688442255,2.963726442503328,2.6233899051016114,1.869990455876839,3.905355162498621
20,spl-c12|spl-bulkmodulus,3.339387746669824,3.9883779709298897,3.81045154932954,1.2964156073890656,3.572578111724622,4.341247957899427
21,spl-c12|tet-c11,4.59234482904355,4.649182805998775,3.3381187186439054,4.714303652480608,4.120765674705979,4.932808520072642
22,spl-c12|tet-c12,3.1697463195809235,3.236622012721377,2.494485767411714,2.4699562931988432,2.3068421389467897,3.365888600418276
23,spl-c12|tet-c44,2.993788392775433,2.950343527891255,2.053796838257767,2.2930426068486565,1.773078676858314,3.5878202433530526
24,spl-c12|tet-bulkmodulus,3.001210311697197,3.9523832202650726,3.4147345251065744,2.5597611419429573,2.4538349925141274,4.1253718143534375
25,spl-c12|hex-c11,3.3976415382168232,4.323272318901971,3.504762181388024,2.917580996685152,3.097739449673235,4.386386993237179
26,spl-c12|hex-c12,3.673267587712608,4.450250337356795,3.189129265978889,3.1407848779034406,3.581120887371469,4.457409680584598
27,spl-c12|hex-c44,3.1334204468124605,4.061451361871916,2.8697848204455525,2.5167348196410253,3.1161883707386067,3.985944814488106
28,spl-c12|hex-bulkmodulus,2.593520584545861,3.050582388369004,2.5890242148489517,1.3328709295781895,2.216005905109097,3.641247923690598
29,spl-c12|super-c11,2.9629769962419306,4.564413376453111,3.667551523785272,2.913049862169488,2.838958628964854,4.46696751913968
30,spl-c12|super-c12,2.484620284796061,5.273693022641273,2.6121417237217237,2.25469260040384,2.4767573729626955,4.145496272343939
31,spl-c12|super-c44,3.2357829440354005,6.086562660703797,3.470542384721485,2.170628073541608,3.406751838206515,4.437686084041333
32,spl-c12|super-bulkmodulus,3.0624176316322576,5.075780529353672,3.244094015404301,2.835541816271577,2.0365123110582526,3.9234464266448743
33,spl-c12|vac-c11,3.4140766872194472,3.630928385599794,3.2235676144793923,2.884417438803317,2.7563328795931943,4.2127363556366655
